Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,EloHome,EloAway
N1,01/12/02,Vitesse,Graafschap,1,1,D,0,0,D,1.444,3.75,6.0,1.45,3.85,6.0,1.45,3.8,5.4,1.444,3.6,6.5,1.45,3.8,5.5,1.6,2.05,1621.86,1423.32
N1,06/12/02,Roosendaal,Excelsior,1,1,D,1,0,H,1.909,3.25,3.4,1.85,3.4,3.81,1.85,3.2,3.5,1.85,3.25,3.6,1.85,3.25,3.5,1.65,1.95,1448.76,1486.7
N1,07/12/02,Graafschap,Ajax,1,1,D,0,1,A,6.0,3.75,1.444,5.75,3.65,1.5,5.4,3.8,1.45,6.0,3.75,1.444,5.6,3.75,1.45,,,1432.02,1788.95
N1,07/12/02,Heerenveen,Feyenoord,3,1,H,0,0,D,3.4,3.25,1.909,3.46,3.35,1.9,3.4,3.2,1.9,3.4,3.4,1.85,3.5,3.25,1.85,1.6,2.0,1589.51,1696.8
N1,07/12/02,Willem II,AZ Alkmaar,3,1,H,1,0,H,2.2,3.25,2.75,2.05,3.25,3.1,1.9,3.2,3.4,2.1,3.25,2.9,2.15,3.3,2.7,,,1556.08,1544.94
N1,08/12/02,Nijmegen,Vitesse,2,0,H,1,0,H,2.25,3.2,2.75,2.2,3.25,2.8,2.1,3.2,2.9,2.2,3.25,2.75,2.2,3.25,2.7,1.6,2.0,1522.76,1613.16
N1,08/12/02,Twente,Groningen,0,0,D,0,0,D,1.615,3.5,4.5,1.6,3.55,4.75,1.6,3.4,4.6,1.6,3.5,4.6,1.6,3.5,4.5,1.65,1.95,1570.7,1452.62
N1,08/12/02,Utrecht,PSV Eindhoven,1,3,A,1,2,A,3.2,3.2,2.0,3.3,3.3,1.95,3.4,3.2,1.9,3.4,3.25,1.909,2.9,3.2,2.1,1.6,2.0,1619.86,1795.68
N1,08/12/02,Waalwijk,Roda JC,2,1,H,1,0,H,2.2,3.25,2.75,2.15,3.25,2.9,2.1,3.2,2.9,2.2,3.25,2.75,2.1,3.2,2.9,1.65,1.95,1590.92,1592.92
N1,13/12/02,Groningen,Roda JC,3,2,H,1,2,A,2.5,3.25,2.375,2.61,3.38,2.4,2.5,3.2,2.3,2.5,3.25,2.375,2.45,3.25,2.4,1.7,1.95,1459.58,1583.86
N1,14/12/02,Excelsior,Twente,2,2,D,1,1,D,2.4,3.25,2.5,2.35,3.2,2.65,2.5,3.2,2.3,2.3,3.2,2.625,2.45,3.15,2.45,1.65,1.95,1488.91,1563.74
N1,14/12/02,Graafschap,Willem II,1,1,D,0,1,A,2.5,3.1,2.5,2.55,3.2,2.45,2.5,3.2,2.3,2.5,3.25,2.375,2.45,3.15,2.45,1.6,2.05,1439.88,1564.71
N1,14/12/02,NAC Breda,Waalwijk,1,0,H,1,0,H,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.2,3.1,2.0,3.2,3.2,2.05,3.2,3.0,1.75,1.85,1613.99,1599.98
N1,14/12/02,Zwolle,Nijmegen,0,0,D,0,0,D,2.3,3.2,2.625,2.3,3.2,2.7,2.4,3.2,2.4,2.3,3.2,2.625,2.2,3.2,2.7,1.7,1.9,1476.52,1534.91
N1,15/12/02,Ajax,PSV Eindhoven,2,4,A,1,1,D,2.0,3.2,3.2,2.1,3.25,3.0,2.3,3.0,2.7,2.1,3.25,3.0,2.1,3.2,3.0,1.65,1.95,1781.09,1805.49
N1,15/12/02,Feyenoord,AZ Alkmaar,6,1,H,3,0,H,1.4,3.75,7.0,1.35,4.0,8.0,1.3,4.2,8.0,1.364,4.0,7.0,1.35,3.9,7.5,1.4,2.5,1684.04,1536.31
N1,15/12/02,Heerenveen,Utrecht,2,2,D,1,0,H,2.2,3.25,2.75,2.1,3.25,3.0,2.0,3.2,2.1,2.1,3.2,3.0,2.05,3.2,3.0,1.65,1.95,1602.27,1610.05
N1,17/12/02,Nijmegen,Roosendaal,3,0,H,0,0,D,1.615,3.5,4.5,1.65,3.4,4.6,1.6,3.4,4.6,1.667,3.4,4.333,1.7,3.2,4.2,1.65,1.95,1536.4,1446.55
N1,18/12/02,Heerenveen,Zwolle,2,0,H,1,0,H,1.5,3.6,5.5,1.5,3.75,5.45,1.5,3.7,5.0,1.533,3.6,5.0,1.55,3.5,5.0,1.65,1.95,1599.03,1475.03
N1,18/12/02,Vitesse,Excelsior,1,2,A,1,2,A,1.571,3.5,5.0,1.55,3.6,5.15,1.55,3.5,4.8,1.6,3.25,5.0,1.65,3.3,4.5,1.65,1.95,1601.01,1488.01
N1,20/12/02,Roda JC,Utrecht,1,0,H,1,0,H,2.0,3.2,3.2,1.98,3.47,3.4,2.0,3.2,3.1,1.909,3.25,3.4,1.9,3.25,3.3,1.65,1.95,1570.49,1613.29
N1,20/12/02,Twente,Roosendaal,3,0,H,1,0,H,1.727,3.4,4.0,1.66,3.45,4.65,1.65,3.3,4.4,1.667,3.4,4.333,1.7,3.2,4.2,1.75,1.85,1564.64,1440.27
N1,21/12/02,Graafschap,Zwolle,3,2,H,1,1,D,2.0,3.2,3.2,1.85,3.3,3.65,1.85,3.2,3.5,1.909,3.25,3.4,1.85,3.2,3.5,1.85,1.75,1440.77,1469.63
N1,21/12/02,Nijmegen,Waalwijk,0,0,D,0,0,D,2.2,3.25,2.75,2.1,3.3,2.95,2.0,3.2,3.1,2.1,3.2,3.0,2.05,3.3,2.9,1.8,1.8,1542.68,1591.44
N1,21/12/02,PSV Eindhoven,Vitesse,1,0,H,1,0,H,1.333,4.0,8.0,1.29,4.5,8.75,1.3,4.2,8.0,1.286,4.5,8.0,1.3,4.33,8.0,1.5,2.25,1820.67,1581.68
N1,21/12/02,Willem II,Groningen,1,0,H,0,0,D,1.667,3.3,4.5,1.66,3.4,4.65,1.65,3.3,4.4,1.615,3.5,4.5,1.7,3.3,4.1,1.75,1.85,1563.82,1472.95
N1,22/12/02,Excelsior,Ajax,0,2,A,0,1,A,5.0,3.5,1.571,5.8,3.6,1.5,5.0,3.7,1.5,5.5,3.6,1.5,5.0,3.4,1.55,1.55,2.15,1507.34,1765.91
N1,22/12/02,NAC Breda,Feyenoord,1,1,D,0,1,A,2.75,3.25,2.2,2.8,3.3,2.2,2.4,3.2,2.4,2.875,3.3,2.1,2.8,3.2,2.15,1.7,1.9,1622.53,1688.88
N1,31/01/03,PSV Eindhoven,Roosendaal,3,0,H,1,0,H,1.12,6.5,12.0,1.15,5.9,13.0,1.15,6.0,12.0,1.14,6.0,12.0,1.15,6.0,10.0,1.9,1.7,1823.78,1434.88
N1,01/02/03,AZ Alkmaar,Nijmegen,0,0,D,0,0,D,1.9,3.25,3.4,1.9,3.3,3.5,2.0,3.2,3.1,1.83,3.3,3.6,1.85,3.25,3.5,1.55,2.15,1531.47,1540.85
N1,01/02/03,NAC Breda,Heerenveen,1,1,D,1,1,D,1.83,3.25,3.75,2.0,3.3,3.2,1.9,3.2,3.4,1.91,3.25,3.4,1.9,3.2,3.4,1.7,1.9,1621.32,1604.43
N1,02/02/03,Feyenoord,Twente,4,2,H,1,1,D,1.36,4.0,7.0,1.35,4.3,7.0,1.3,4.2,8.0,1.33,4.33,7.0,1.35,4.0,7.0,1.5,2.25,1690.09,1570.03
N1,02/02/03,Waalwijk,Groningen,1,0,H,0,0,D,1.61,3.5,4.5,1.6,3.55,4.75,1.6,3.4,4.6,1.62,3.5,4.5,1.6,3.5,4.5,1.7,1.9,1593.27,1466.7
N1,02/02/03,Willem II,Ajax,0,6,A,0,3,A,3.4,3.25,1.9,3.75,3.25,1.85,3.8,3.3,1.75,3.6,3.3,1.83,3.6,3.3,1.8,1.6,2.1,1570.07,1773.07
N1,07/02/03,Zwolle,Willem II,0,3,A,0,2,A,2.625,3.2,2.3,2.65,3.25,2.32,2.4,3.2,2.4,2.625,3.2,2.3,2.5,3.15,2.4,1.75,1.85,1459.65,1561.17
N1,08/02/03,Heerenveen,AZ Alkmaar,5,0,H,3,0,H,1.727,3.4,4.0,1.7,3.4,4.25,1.7,3.3,4.0,1.75,3.3,4.0,1.7,3.3,4.1,1.5,2.25,1608.48,1528.28
N1,08/02/03,Roda JC,Vitesse,2,0,H,1,0,H,1.727,3.4,4.0,1.7,3.45,4.2,1.7,3.3,4.0,1.667,3.4,4.333,1.65,3.3,4.5,1.7,1.9,1580.95,1578.57
N1,08/02/03,Roosendaal,Graafschap,1,0,H,1,0,H,2.0,3.2,3.2,2.0,3.25,3.25,1.9,3.2,3.4,2.0,3.2,3.2,2.0,3.3,3.0,1.6,2.05,1433.47,1450.75
N1,08/02/03,Waalwijk,PSV Eindhoven,0,1,A,0,1,A,4.333,3.4,1.667,4.5,3.5,1.65,4.8,3.5,1.55,4.333,3.3,1.7,4.1,3.3,1.7,1.55,2.15,1598.61,1825.19
N1,09/02/03,Ajax,Feyenoord,1,1,D,1,1,D,1.8,3.3,3.75,1.78,3.3,4.0,1.8,3.2,3.7,1.833,3.2,3.75,2.0,3.2,3.2,1.6,2.05,1781.97,1695.59
N1,09/02/03,Groningen,Twente,0,0,D,0,0,D,2.4,3.2,2.5,2.45,3.3,2.45,2.4,3.2,2.4,2.4,3.2,2.5,2.35,3.2,2.5,1.65,1.95,1461.36,1564.53
N1,09/02/03,Nijmegen,NAC Breda,2,0,H,0,0,D,2.25,3.2,2.7,2.18,3.3,2.82,2.2,3.1,2.8,2.3,3.2,2.625,2.2,3.2,2.7,1.65,1.95,1544.04,1617.27
N1,09/02/03,Utrecht,Excelsior,2,2,D,0,1,A,1.571,3.5,5.0,1.55,3.7,5.0,1.6,3.4,4.6,1.615,3.5,4.5,1.6,3.35,4.7,1.62,2.0,1602.83,1500.18
N1,14/02/03,Roosendaal,Utrecht,0,1,A,0,1,A,2.375,3.1,2.625,2.5,3.2,2.5,2.3,3.1,2.6,2.4,3.2,2.5,,,,1.7,1.9,1443.05,1596.27
N1,15/02/03,Ajax,Groningen,2,1,H,1,0,H,1.1,7.0,13.0,1.15,6.5,11.0,1.15,6.0,12.0,1.143,6.0,12.0,1.15,5.5,12.0,1.33,2.9,1775.84,1461.47
N1,15/02/03,AZ Alkmaar,Feyenoord,1,4,A,0,4,A,4.0,3.4,1.727,4.5,3.3,1.7,3.8,3.3,1.75,4.2,3.4,1.7,4.0,3.2,1.75,1.6,2.05,1521.74,1701.72
N1,15/02/03,NAC Breda,Excelsior,2,1,H,1,0,H,1.727,3.1,4.5,1.7,3.3,4.5,1.7,3.2,4.2,1.667,3.3,4.5,1.65,3.3,4.5,1.75,1.85,1605.73,1506.74
N1,15/02/03,PSV Eindhoven,Zwolle,6,0,H,5,0,H,1.083,8.0,13.0,1.1,7.0,16.0,1.15,6.0,12.0,1.1,7.0,15.0,1.1,6.5,15.0,1.33,2.9,1833.33,1447.2
N1,15/02/03,Willem II,Roda JC,5,0,H,2,0,H,2.0,3.2,3.2,2.2,3.2,2.9,2.2,3.1,2.8,2.1,3.2,3.0,2.0,3.2,3.1,1.65,1.95,1573.62,1589.87
N1,16/02/03,Graafschap,Heerenveen,1,5,A,1,1,D,2.75,3.2,2.25,2.75,3.2,2.3,2.6,3.1,2.3,2.75,3.25,2.2,2.5,3.25,2.35,1.65,1.95,1441.17,1615.02
N1,16/02/03,Twente,Nijmegen,1,2,A,0,2,A,1.909,3.2,3.5,1.9,3.25,3.6,2.0,3.1,3.2,2.0,3.2,3.2,1.9,3.0,3.6,1.65,1.95,1564.42,1555.58
N1,16/02/03,Waalwijk,Vitesse,1,0,H,1,0,H,1.727,3.2,4.333,1.7,3.3,4.5,1.75,3.2,4.0,1.7,3.4,4.2,1.8,3.2,3.75,1.75,1.85,1590.47,1569.65
N1,19/02/03,AZ Alkmaar,NAC Breda,3,1,H,2,0,H,2.375,3.25,2.5,2.4,3.25,2.55,2.2,3.1,2.8,2.3,3.2,2.625,2.4,3.2,2.45,1.7,1.9,1512.07,1611.76
N1,19/02/03,Excelsior,Roda JC,0,2,A,0,2,A,2.62,3.2,2.3,2.7,3.25,2.3,2.6,3.1,2.3,2.62,3.2,2.3,2.45,3.2,2.4,1.65,1.95,1500.71,1580.33
N1,19/02/03,Vitesse,Zwolle,2,1,H,1,0,H,1.571,3.5,5.0,1.6,3.4,5.2,1.55,3.6,4.6,1.533,3.6,5.0,1.65,3.4,4.2,1.5,2.25,1561.33,1445.76
N1,21/02/03,Nijmegen,Graafschap,1,0,H,0,0,D,1.444,3.75,6.0,1.5,3.7,5.65,1.45,3.8,5.4,1.444,3.75,6.0,1.5,3.7,5.0,1.6,2.05,1571.87,1431.29
N1,22/02/03,Excelsior,Roosendaal,1,2,A,0,0,D,1.9,3.25,3.4,1.88,3.25,3.65,1.9,3.2,3.4,1.85,3.25,3.6,1.9,3.2,3.35,1.6,2.05,1487.48,1432.45
N1,22/02/03,PSV Eindhoven,NAC Breda,1,0,H,1,0,H,1.25,5.0,8.0,1.25,4.85,9.35,1.25,4.5,9.0,1.25,4.5,10.0,1.3,4.1,8.0,1.35,2.7,1834.77,1599.27
N1,22/02/03,Roda JC,Twente,2,0,H,1,0,H,1.727,3.4,4.0,1.75,3.55,3.8,1.8,3.2,3.7,1.75,3.3,4.0,1.85,3.25,3.45,1.65,1.95,1593.56,1548.13
N1,22/02/03,Vitesse,AZ Alkmaar,2,2,D,0,1,A,1.909,3.25,3.4,1.85,3.25,3.7,1.8,3.2,3.7,1.85,3.25,3.6,1.9,3.2,3.35,1.5,2.22,1566.94,1524.56
N1,23/02/03,Feyenoord,Groningen,4,1,H,3,0,H,1.167,5.5,11.0,1.16,5.7,13.0,1.2,5.0,10.0,1.167,5.5,12.0,1.2,5.0,9.5,1.35,2.7,1711.39,1459.36
N1,23/02/03,Utrecht,Ajax,1,0,H,0,0,D,4.0,3.4,1.727,4.1,3.5,1.7,3.2,3.1,2.0,3.8,3.4,1.75,3.75,3.35,1.75,1.6,2.05,1606.87,1777.95
N1,23/02/03,Zwolle,Waalwijk,2,1,H,1,0,H,2.75,3.25,2.2,2.8,3.4,2.15,2.8,3.1,2.2,2.9,3.25,2.1,2.6,3.25,2.25,1.7,1.9,1440.15,1598.79
N1,25/02/03,Nijmegen,Willem II,1,0,H,1,0,H,2.0,3.2,3.2,2.05,3.25,3.1,2.1,3.1,3.0,2.0,3.2,3.2,1.85,3.3,3.4,,,1576.88,1583.16
N1,26/02/03,Utrecht,Heerenveen,2,2,D,2,2,D,2.0,3.2,3.2,2.0,3.3,3.18,1.9,3.2,3.4,1.909,3.3,3.4,1.9,3.3,3.25,,,1621.89,1624.9
N1,28/02/03,Graafschap,Roda JC,1,1,D,1,0,H,3.0,3.2,2.1,3.05,3.25,2.1,2.9,3.2,2.1,2.8,3.4,2.1,2.8,3.3,2.1,1.65,1.95,1426.28,1601.11
N1,28/02/03,Roosendaal,Willem II,1,0,H,0,0,D,2.5,3.25,2.375,2.65,3.2,2.35,2.4,3.2,2.4,2.5,3.25,2.4,2.45,3.2,2.4,1.7,1.9,1450.18,1573.95
N1,01/03/03,Excelsior,Waalwijk,1,2,A,0,1,A,2.5,3.25,2.37,2.7,3.25,2.3,2.9,3.2,2.1,2.6,3.25,2.3,2.45,3.3,2.35,1.7,1.9,1469.75,1584.2
N1,01/03/03,Heerenveen,PSV Eindhoven,0,1,A,0,0,D,3.75,3.3,1.8,4.0,3.3,1.78,4.0,3.3,1.7,3.8,3.4,1.75,3.5,3.35,1.8,1.6,2.05,1628.3,1837.94
N1,01/03/03,Twente,AZ Alkmaar,0,0,D,0,0,D,2.0,3.2,3.2,2.05,3.25,3.15,1.9,3.2,3.4,2.0,3.3,3.1,2.0,3.2,3.1,1.65,1.95,1540.58,1529.41
N1,02/03/03,Ajax,Vitesse,2,0,H,1,0,H,1.29,4.5,8.0,1.3,4.65,7.75,1.25,4.5,9.0,1.286,4.5,8.0,1.25,4.75,8.0,1.45,2.35,1762.93,1562.09
N1,02/03/03,Feyenoord,NAC Breda,2,1,H,1,1,D,1.29,4.5,8.0,1.3,4.65,7.75,1.3,4.2,8.0,1.286,4.5,8.0,1.3,4.4,7.0,1.55,2.22,1714.3,1596.1
N1,02/03/03,Groningen,Zwolle,4,0,H,1,0,H,1.833,3.4,3.5,1.82,3.35,3.7,1.8,3.2,3.7,1.833,3.4,3.5,1.85,3.3,3.4,1.7,1.9,1456.45,1454.74
N1,07/03/03,AZ Alkmaar,Roda JC,1,0,H,0,0,D,2.375,3.25,2.5,2.4,3.25,2.6,2.4,3.2,2.4,2.375,3.25,2.5,2.25,3.25,2.6,1.6,2.05,1533.28,1598.46
N1,08/03/03,Excelsior,Feyenoord,2,6,A,1,3,A,,,,6.0,3.85,1.45,6.0,3.9,1.4,,,,,,,1.55,2.15,1457.77,1719.84
N1,08/03/03,NAC Breda,Graafschap,1,0,H,1,0,H,1.5,3.6,5.5,1.5,3.75,5.5,1.45,3.8,5.4,1.444,3.75,6.0,1.5,3.4,5.7,1.65,1.95,1590.56,1428.93
N1,08/03/03,PSV Eindhoven,Nijmegen,2,1,H,1,0,H,1.25,5.0,8.0,1.28,4.55,9.0,1.2,5.0,10.0,1.286,4.5,8.0,1.25,4.4,9.0,1.45,2.35,1846.62,1586.09
N1,08/03/03,Willem II,Twente,1,2,A,0,2,A,1.833,3.3,3.6,1.85,3.35,3.6,1.75,3.3,3.8,1.75,3.25,4.0,1.85,3.3,3.4,1.7,1.9,1560.6,1536.71
N1,08/03/03,Zwolle,Ajax,0,5,A,0,3,A,6.5,4.0,1.4,6.9,4.25,1.36,6.0,3.9,1.4,7.0,4.0,1.364,6.5,4.1,1.35,1.6,2.05,1445.8,1766.69
N1,09/03/03,Groningen,Roosendaal,1,0,H,0,0,D,2.0,3.2,3.2,2.0,3.25,3.25,1.8,3.2,3.7,2.0,3.3,3.1,1.95,3.3,3.1,1.65,1.95,1465.39,1463.53
N1,09/03/03,Vitesse,Utrecht,1,4,A,0,2,A,2.375,3.25,2.5,2.2,3.3,2.8,2.2,3.1,2.8,2.25,3.3,2.625,2.25,3.25,2.6,1.7,1.9,1558.33,1618.49
N1,09/03/03,Waalwijk,Heerenveen,3,0,H,1,0,H,2.1,3.2,3.0,2.2,3.2,2.9,2.2,3.1,2.8,2.1,3.4,2.8,2.2,3.3,2.65,1.7,1.9,1596.18,1619.62
N1,12/03/03,Graafschap,Utrecht,1,0,H,0,0,D,3.0,3.2,2.1,3.0,3.25,2.1,3.0,3.1,2.1,3.0,3.2,2.1,2.7,3.2,2.2,1.7,1.9,1424.39,1632.42
N1,15/03/03,Graafschap,Waalwijk,2,4,A,1,2,A,2.8,3.4,2.1,2.9,3.4,2.1,2.4,3.2,2.4,3.0,3.4,2.0,2.6,3.25,2.25,1.65,1.95,1440.66,1605.97
N1,15/03/03,Heerenveen,Twente,3,0,H,0,0,D,1.72,3.4,4.0,1.71,3.3,4.4,1.85,3.1,3.6,1.75,3.4,3.8,1.75,3.25,3.9,1.6,2.05,1609.83,1553.49
N1,15/03/03,Roda JC,NAC Breda,0,0,D,0,0,D,1.72,3.4,4.0,1.75,3.5,3.85,1.8,3.1,3.8,1.75,3.4,3.8,1.85,3.25,3.45,1.7,1.9,1587.21,1595.1
N1,15/03/03,Vitesse,PSV Eindhoven,0,5,A,0,3,A,5.5,3.6,1.5,6.0,3.85,1.45,5.0,3.7,1.5,5.5,3.6,1.5,4.75,3.55,1.55,1.5,2.25,1544.4,1849.41
N1,15/03/03,Zwolle,Roosendaal,1,1,D,1,0,H,2.37,3.25,2.5,2.25,3.4,2.65,2.2,3.1,2.8,2.25,3.4,2.6,2.25,3.3,2.55,1.6,2.05,1440.33,1454.59
N1,16/03/03,Ajax,Excelsior,2,1,H,1,1,D,1.1,7.0,13.0,1.11,7.0,14.0,1.15,6.0,12.0,1.11,6.5,13.0,1.1,7.0,12.0,1.33,2.75,1772.16,1450.71
N1,16/03/03,AZ Alkmaar,Utrecht,2,0,H,2,0,H,2.25,3.25,2.7,2.2,3.4,2.75,2.3,3.0,2.7,2.25,3.25,2.7,2.2,3.25,2.65,1.55,2.15,1544.53,1616.15
N1,16/03/03,Groningen,Willem II,1,1,D,0,0,D,,,,2.35,3.4,2.55,2.1,3.1,3.0,2.4,3.25,2.5,2.4,3.3,2.4,1.65,1.95,1474.33,1543.82
N1,16/03/03,Nijmegen,Feyenoord,1,2,A,1,1,D,3.5,3.4,1.83,3.85,3.5,1.75,4.0,3.2,1.75,3.5,3.4,1.83,3.4,3.3,1.85,1.55,2.15,1583.3,1726.9
N1,21/03/03,Excelsior,Zwolle,0,1,A,0,0,D,1.9,3.25,3.4,1.95,3.25,3.4,1.9,3.2,3.4,1.91,3.3,3.4,1.9,3.3,3.25,1.65,1.95,1448.68,1437.31
N1,22/03/03,AZ Alkmaar,Graafschap,3,1,H,2,0,H,1.444,3.75,6.0,1.45,3.75,6.25,1.45,3.8,5.4,1.444,3.75,6.0,1.45,3.65,5.75,1.6,2.05,1556.01,1430.48
N1,22/03/03,Feyenoord,Heerenveen,5,0,H,1,0,H,1.333,4.333,7.0,1.3,4.5,8.0,1.3,4.2,8.0,1.333,4.2,7.5,1.3,4.4,7.0,1.35,2.75,1737.84,1617.06
N1,22/03/03,Roda JC,Nijmegen,2,1,H,1,1,D,1.8,3.3,3.75,1.75,3.25,4.25,1.9,3.2,3.4,1.833,3.3,3.6,1.9,3.3,3.25,1.7,1.9,1583.97,1572.36
N1,22/03/03,Roosendaal,Vitesse,3,1,H,2,0,H,2.0,3.2,3.2,2.1,3.3,3.0,2.0,3.3,3.0,2.0,3.2,3.2,1.9,3.3,3.25,1.6,2.05,1457.61,1538.52
N1,22/03/03,Twente,Waalwijk,2,1,H,1,1,D,2.5,3.25,2.375,2.45,3.25,2.5,2.3,3.1,2.6,2.4,3.25,2.5,2.4,3.2,2.45,1.7,1.9,1546.26,1616.15
N1,23/03/03,NAC Breda,Willem II,0,0,D,0,0,D,1.833,3.4,3.5,1.85,3.25,3.75,1.9,3.2,3.4,1.85,3.25,3.6,1.85,3.3,3.4,1.65,1.95,1598.34,1544.91
N1,23/03/03,PSV Eindhoven,Ajax,2,0,H,1,0,H,1.909,3.2,3.5,1.95,3.25,3.4,1.85,3.2,3.5,1.909,3.25,3.5,1.9,3.2,3.5,1.65,1.95,1855.29,1774.19
N1,23/03/03,Utrecht,Groningen,0,0,D,0,0,D,1.5,3.6,5.5,1.45,3.7,6.5,1.45,3.8,5.4,1.5,3.6,5.5,1.55,3.5,4.8,1.6,2.05,1604.67,1473.24
N1,05/04/03,Ajax,Roosendaal,4,1,H,3,0,H,1.143,6.0,12.0,1.15,6.4,11.5,1.2,5.0,10.0,1.143,6.0,12.0,1.15,5.7,11.0,1.3,2.95,1767.67,1469.42
N1,05/04/03,Graafschap,Feyenoord,3,4,A,0,2,A,7.0,4.0,1.364,8.0,4.35,1.31,6.0,3.9,1.4,7.5,4.2,1.333,6.5,3.7,1.4,1.45,2.28,1425.12,1743.32
N1,05/04/03,Heerenveen,Roda JC,3,2,H,0,2,A,2.2,3.25,2.75,2.1,3.25,3.0,1.9,3.2,3.4,2.1,3.3,2.875,2.1,3.2,2.85,1.6,2.05,1611.58,1592.59
N1,05/04/03,Twente,NAC Breda,0,0,D,0,0,D,2.2,3.25,2.75,2.2,3.15,2.9,2.2,3.0,2.9,2.25,3.1,2.8,2.0,3.2,3.1,1.7,1.9,1557.68,1593.15
N1,05/04/03,Vitesse,Groningen,0,0,D,0,0,D,1.909,3.25,3.4,1.85,3.25,3.7,1.9,3.2,3.4,1.8,3.4,3.75,1.85,3.2,3.5,1.6,2.05,1526.71,1480.52
N1,06/04/03,Nijmegen,Excelsior,1,0,H,0,0,D,1.5,3.6,5.5,1.42,3.9,6.45,1.45,3.8,5.4,1.444,3.75,6.0,1.45,3.6,5.8,1.55,2.15,1563.74,1432.3
N1,06/04/03,Waalwijk,AZ Alkmaar,2,0,H,2,0,H,1.833,3.4,3.5,1.8,3.35,3.8,1.8,3.2,3.7,1.727,3.4,4.0,1.85,3.25,3.45,1.6,2.05,1604.73,1561.37
N1,06/04/03,Willem II,PSV Eindhoven,1,1,D,0,0,D,5.0,3.5,1.571,5.55,3.45,1.55,4.4,3.3,1.65,5.0,3.6,1.533,4.5,3.7,1.55,1.45,2.38,1550.1,1861.81
N1,06/04/03,Zwolle,Utrecht,3,1,H,0,0,D,2.75,3.2,2.25,2.82,3.25,2.2,2.8,3.1,2.2,2.7,3.3,2.2,2.6,3.25,2.25,1.7,1.9,1453.69,1597.39
N1,11/04/03,Roda JC,PSV Eindhoven,2,3,A,2,2,D,4.0,3.4,1.727,4.1,3.5,1.7,4.4,3.3,1.65,4.0,3.4,1.727,4.0,3.4,1.72,1.6,2.05,1584.21,1855.01
N1,11/04/03,Utrecht,Willem II,1,1,D,0,1,A,1.909,3.25,3.4,1.95,3.3,3.3,1.9,3.2,3.4,1.909,3.3,3.3,1.9,3.25,3.3,1.7,1.9,1583.33,1556.9
N1,12/04/03,AZ Alkmaar,Zwolle,1,1,D,1,0,H,1.5,3.6,5.5,1.5,3.75,5.5,1.45,3.8,5.4,1.5,3.6,5.5,1.55,3.5,4.8,1.55,2.15,1553.75,1467.75
N1,12/04/03,Feyenoord,Vitesse,2,1,H,1,1,D,1.2,5.0,11.0,1.18,5.6,11.0,1.15,6.0,12.0,1.2,5.0,11.0,1.15,5.5,11.0,1.35,2.7,1748.86,1521.74
N1,12/04/03,Heerenveen,Nijmegen,2,3,A,1,1,D,1.833,3.2,3.75,1.75,3.4,4.0,1.7,3.3,4.0,1.833,3.4,3.5,1.9,3.25,3.3,1.45,2.35,1619.96,1568.96
N1,12/04/03,Twente,Graafschap,3,0,H,2,0,H,1.5,3.6,5.5,1.5,3.6,5.8,1.55,3.5,4.8,1.5,3.6,5.5,1.55,3.4,5.0,1.75,1.85,1555.38,1419.58
N1,13/04/03,Groningen,Excelsior,1,0,H,0,0,D,1.727,3.4,4.0,1.7,3.5,4.15,1.6,3.4,4.6,1.7,3.5,4.0,1.7,3.4,3.9,1.7,1.9,1485.49,1427.08
N1,13/04/03,NAC Breda,Ajax,0,3,A,0,1,A,3.4,3.25,1.909,3.8,3.4,1.78,3.8,3.3,1.75,3.6,3.4,1.8,3.6,3.3,1.83,1.7,1.9,1595.45,1769.96
N1,13/04/03,Waalwijk,Roosendaal,1,2,A,1,1,D,1.533,3.4,5.5,1.5,3.6,5.8,1.45,3.8,5.4,1.5,3.6,5.5,1.5,3.6,5.2,1.65,1.95,1612.35,1467.13
N1,18/04/03,Utrecht,Waalwijk,4,3,H,2,1,H,2.1,3.4,2.8,2.1,3.2,3.05,2.1,3.1,3.0,2.1,3.3,2.9,2.1,3.3,2.8,1.7,1.9,1578.97,1592.25
N1,19/04/03,Ajax,Roda JC,4,2,H,3,1,H,1.3,4.5,7.5,1.33,4.2,7.7,1.3,4.2,8.0,1.3,4.333,8.0,1.33,4.2,7.5,1.5,2.25,1779.82,1577.4
N1,19/04/03,Excelsior,Heerenveen,1,0,H,0,0,D,2.8,3.4,2.1,3.2,3.3,2.0,3.4,3.3,1.85,3.1,3.3,2.0,2.8,3.3,2.1,1.65,1.95,1419.91,1602.35
N1,19/04/03,PSV Eindhoven,Twente,2,0,H,1,0,H,1.167,6.0,10.0,1.18,5.5,11.0,1.2,5.0,10.0,1.167,5.5,11.0,1.2,5.0,11.0,1.35,2.75,1861.82,1560.5
N1,19/04/03,Roosendaal,AZ Alkmaar,0,0,D,0,0,D,2.2,3.4,2.625,2.1,3.2,3.05,2.1,3.1,3.0,2.1,3.3,2.9,2.1,3.3,2.8,1.7,1.9,1487.23,1547.63
