Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 44,EloHome,EloAway
I1,09/11/03,Juventus,Udinese,4,1,H,0,0,D,1.33,4.2,8.0,1.32,4.35,8.82,1.33,4.0,7.5,1.286,4.333,9.0,1.3,4.33,8.5,1.3,4.33,8.5,1.28,4.33,8.5,1.75,1.95,1.75,1.95,1.9,1.9,-1.25,1.9,1.95,-1.25,1.975,1.925,-1.25,,1942.49,1748.31
I1,09/11/03,Parma,Milan,0,0,D,0,0,D,3.0,3.0,2.25,3.15,3.05,2.2,2.8,2.9,2.3,3.0,2.875,2.25,2.88,2.88,2.38,3.0,2.87,2.3,3.2,2.8,2.2,1.95,1.75,1.9,1.8,1.9,1.9,0.25,1.95,1.9,0.25,1.85,2.05,0.25,,1816.18,1842.7
I1,09/11/03,Perugia,Lecce,2,2,D,1,1,D,1.9,2.9,4.0,1.85,3.15,4.1,1.8,2.9,4.2,1.833,3.0,4.0,1.83,3.0,4.33,1.83,3.0,4.2,1.9,2.87,4.0,1.85,1.85,1.8,1.9,1.85,1.95,-0.5,1.85,2.0,-0.5,1.925,1.975,-0.5,,1670.09,1613.92
I1,09/11/03,Reggina,Modena,1,1,D,1,1,D,2.1,3.0,3.25,2.05,3.0,3.45,1.9,2.9,3.8,2.0,3.0,3.4,2.0,3.0,3.5,2.0,3.0,3.5,2.1,2.8,3.4,,,1.95,1.75,1.8,2.0,-0.25,1.8,2.05,-0.25,1.85,2.05,-0.25,,1677.78,1683.94
I1,09/11/03,Roma,Lazio,2,0,H,0,0,D,2.25,3.0,3.0,2.25,3.1,3.0,2.2,2.8,3.1,2.25,2.875,3.0,2.25,3.0,3.0,2.25,2.87,3.1,2.25,2.75,3.2,,,1.9,1.8,1.85,1.95,-0.25,1.85,2.0,-0.25,1.95,1.95,-0.25,,1841.3,1843.26
I1,09/11/03,Siena,Chievo,1,2,A,0,1,A,2.25,3.0,3.0,2.3,3.0,3.0,2.3,2.8,2.9,2.1,3.2,3.0,2.25,3.0,3.0,2.3,2.87,3.0,2.3,2.9,2.9,1.95,1.75,2.0,1.72,1.9,1.9,-0.25,1.95,1.9,-0.25,2.0,1.9,-0.25,,1679.44,1751.73
I1,22/11/03,Inter,Reggina,6,0,H,2,0,H,1.33,4.0,9.0,1.3,4.25,10.0,1.3,4.0,8.5,1.25,4.5,10.0,1.3,4.0,10.0,1.3,4.0,10.0,1.25,4.5,10.0,1.71,2.0,1.75,2.05,1.95,1.85,-1.5,2.1,1.75,-1.5,2.05,1.85,-1.5,,1838.26,1674.48
I1,22/11/03,Modena,Juventus,0,2,A,0,1,A,5.0,3.2,1.66,5.15,3.3,1.65,4.2,3.2,1.7,5.0,3.25,1.62,4.33,3.25,1.73,4.33,3.25,1.73,4.5,3.1,1.72,1.95,1.75,1.9,1.9,1.9,1.9,0.75,1.95,1.9,0.75,1.925,1.975,0.75,,1687.24,1946.37
I1,23/11/03,Ancona,Brescia,1,1,D,0,1,A,2.5,3.0,2.62,2.8,2.9,2.48,2.5,2.8,2.7,2.62,2.88,2.5,2.5,2.88,2.7,2.5,2.88,2.7,2.5,2.8,2.75,1.95,1.75,1.95,1.85,1.9,1.9,0.0,1.9,1.95,0.0,1.925,1.975,0.0,,1576.24,1685.24
I1,23/11/03,Bologna,Roma,0,4,A,0,3,A,4.33,3.0,1.8,4.25,3.05,1.85,3.6,3.1,1.85,4.33,3.0,1.8,4.2,3.0,1.83,4.2,3.0,1.83,3.75,3.0,1.9,1.75,1.95,1.9,1.9,1.95,1.85,0.5,1.95,1.9,0.5,2.0,1.9,0.5,,1651.29,1850.36
I1,23/11/03,Chievo,Milan,0,2,A,0,1,A,4.0,3.1,1.83,4.0,3.2,1.85,3.3,3.0,2.0,3.75,3.0,1.91,3.6,3.0,2.0,3.6,3.0,2.0,3.6,2.87,2.0,1.79,1.9,1.85,1.95,1.95,1.85,0.5,1.8,2.05,0.5,1.85,2.05,0.5,,1765.22,1845.3
I1,23/11/03,Empoli,Parma,1,0,H,0,0,D,4.33,3.0,1.8,3.8,3.05,1.95,3.8,3.1,1.8,3.4,3.0,2.0,4.0,2.9,1.91,4.0,2.9,1.91,3.75,3.0,1.9,1.75,1.95,1.95,1.85,1.85,1.95,0.5,1.9,1.95,0.5,1.95,1.95,0.5,,1595.55,1813.58
I1,23/11/03,Lazio,Perugia,3,1,H,1,0,H,1.4,3.6,8.0,1.45,3.6,7.5,1.35,3.8,7.5,1.4,3.75,7.0,1.4,3.75,7.5,1.4,3.75,7.5,1.36,3.75,8.0,1.71,2.0,1.7,2.1,1.95,1.85,-1.25,1.95,1.9,-1.25,1.95,1.95,-1.25,,1834.2,1664.82
I1,23/11/03,Lecce,Sampdoria,0,0,D,0,0,D,2.37,3.0,2.75,2.4,2.95,2.85,2.4,2.8,2.8,2.38,3.0,2.75,2.4,2.8,2.9,2.4,2.8,2.9,2.5,2.9,2.62,1.85,1.85,1.95,1.85,2.08,1.75,-0.25,2.1,1.75,-0.25,1.85,2.05,0.0,,1619.19,1684.06
I1,23/11/03,Udinese,Siena,1,1,D,1,0,H,1.8,3.0,4.33,1.73,3.15,4.8,1.65,3.1,4.8,1.67,3.25,4.5,1.73,3.0,5.0,1.73,3.0,5.0,1.66,3.1,5.0,1.79,1.9,1.95,1.85,1.95,1.85,-0.75,1.95,1.9,-0.75,2.1,1.8,-0.75,,1744.43,1665.95
I1,29/11/03,Juventus,Inter,1,3,A,0,1,A,1.8,3.0,4.33,1.75,3.25,4.5,1.75,3.1,4.2,1.73,3.2,4.33,1.8,3.1,4.33,1.73,3.1,4.75,1.72,3.1,4.5,1.85,1.85,1.95,1.85,1.85,1.95,-0.75,1.95,1.9,-0.75,1.8,2.1,-0.5,,1953.51,1842.75
I1,29/11/03,Siena,Lazio,3,0,H,2,0,H,3.25,3.0,2.1,3.1,3.0,2.2,3.2,2.9,2.1,2.88,2.8,2.38,3.25,3.25,2.0,3.25,3.0,2.1,3.3,2.87,2.1,1.95,1.75,2.0,1.8,1.85,1.95,0.25,1.9,1.95,0.25,1.975,1.925,0.25,,1671.86,1838.57
I1,30/11/03,Brescia,Udinese,1,2,A,0,0,D,2.3,3.0,2.87,2.5,2.7,3.0,2.3,2.7,3.0,2.25,2.88,3.0,2.3,2.88,3.0,2.3,2.88,3.0,2.25,2.8,3.1,1.85,1.85,1.85,1.95,2.08,1.75,-0.25,2.05,1.8,-0.25,2.1,1.8,-0.25,,1684.92,1738.52
I1,30/11/03,Milan,Modena,2,0,H,1,0,H,1.25,4.5,11.0,1.2,5.35,12.0,1.25,4.5,9.0,1.22,5.0,10.0,1.25,5.0,9.0,1.25,5.0,9.0,1.22,5.0,9.5,1.65,2.05,1.8,2.0,1.9,1.9,-1.75,2.0,1.85,-1.75,2.075,1.825,-1.75,,1858.52,1680.1
I1,30/11/03,Parma,Chievo,3,1,H,0,0,D,1.72,3.2,4.5,1.78,3.15,4.5,1.75,3.1,4.2,1.73,2.88,5.0,1.8,3.0,4.5,1.8,3.0,4.5,1.72,3.1,4.5,1.95,1.75,2.0,1.8,1.78,2.04,-0.5,1.8,2.05,-0.5,1.875,2.025,-0.5,,1796.99,1752.0
I1,30/11/03,Perugia,Empoli,1,1,D,1,1,D,1.9,3.1,3.75,1.9,3.1,3.85,1.9,2.9,3.8,1.8,3.0,4.33,1.8,3.2,4.0,1.8,3.2,4.0,1.9,2.87,4.0,1.75,1.95,1.85,1.95,1.95,1.85,-0.5,2.05,1.8,-0.5,2.025,1.875,-0.5,,1660.45,1612.14
I1,30/11/03,Reggina,Bologna,0,0,D,0,0,D,2.0,3.0,3.5,2.02,2.95,3.7,1.9,3.0,3.6,2.2,2.8,3.2,2.1,2.88,3.4,2.1,2.88,3.4,2.1,2.8,3.4,2.05,1.65,2.05,1.75,1.8,2.0,-0.25,1.85,2.0,-0.25,1.9,2.0,-0.25,,1669.99,1642.26
I1,30/11/03,Roma,Lecce,3,1,H,2,0,H,1.16,5.5,13.0,1.18,5.5,13.5,1.17,5.2,12.0,1.2,5.0,11.0,1.17,5.5,13.0,1.17,5.5,13.0,1.16,5.5,12.0,1.5,2.35,1.65,2.2,1.77,2.05,-1.75,1.8,2.05,-1.75,1.775,2.125,-1.75,,1859.39,1617.93
I1,30/11/03,Sampdoria,Ancona,2,0,H,0,0,D,1.44,3.75,6.5,1.4,3.8,8.0,1.5,3.5,5.4,1.4,3.75,7.0,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.5,7.0,1.71,2.0,1.95,1.85,1.95,1.85,-1.25,1.95,1.9,-1.25,2.1,1.8,-1.25,,1685.32,1576.56
I1,06/12/03,Empoli,Milan,0,1,A,0,0,D,6.0,3.25,1.57,6.0,3.33,1.57,4.6,3.4,1.6,6.0,3.4,1.5,6.0,3.2,1.57,6.0,3.2,1.57,5.5,3.3,1.57,1.9,1.79,2.0,1.8,1.91,1.9,1.0,1.85,2.0,1.0,1.9,2.0,1.0,,1617.17,1862.71
I1,06/12/03,Lazio,Juventus,2,0,H,2,0,H,2.75,3.0,2.37,2.95,2.95,2.35,2.8,2.8,2.4,2.8,2.875,2.375,2.88,2.88,2.38,2.87,2.87,2.37,2.8,2.9,2.37,1.85,1.85,1.95,1.85,1.85,1.95,0.25,1.95,1.9,0.25,1.9,2.0,0.25,,1823.7,1934.24
I1,07/12/03,Bologna,Ancona,3,2,H,2,0,H,1.61,3.0,6.0,1.6,3.15,6.25,1.65,3.2,4.6,1.667,2.875,5.5,1.57,3.2,6.0,1.57,3.2,6.0,1.61,3.1,5.5,2.0,1.71,2.0,1.8,2.0,1.8,-1.0,2.0,1.85,-1.0,2.075,1.825,-1.0,,1646.66,1570.78
I1,07/12/03,Chievo,Roma,0,3,A,0,0,D,4.33,3.0,1.8,4.5,3.25,1.75,4.0,3.2,1.75,4.5,3.25,1.667,4.5,3.1,1.75,4.5,3.1,1.75,4.0,3.0,1.83,1.79,1.9,1.85,1.95,1.8,2.0,0.75,1.9,1.95,0.75,1.8,2.1,0.75,,1744.43,1862.46
I1,07/12/03,Inter,Perugia,2,1,H,1,0,H,1.28,4.5,9.0,1.3,4.5,9.0,1.3,4.0,8.5,1.286,4.333,9.0,1.3,4.33,9.0,1.3,4.33,9.0,1.22,5.0,9.5,1.65,2.05,1.75,2.05,1.95,1.85,-1.5,2.05,1.8,-1.5,2.025,1.875,-1.5,,1862.02,1655.42
I1,07/12/03,Lecce,Parma,1,2,A,0,0,D,3.1,3.0,2.2,3.0,3.0,2.3,3.2,2.9,2.1,2.75,3.0,2.375,3.1,3.0,2.2,3.1,3.0,2.2,3.1,2.8,2.25,1.9,1.79,1.9,1.9,2.06,1.75,0.0,2.1,1.75,0.0,2.15,1.75,0.0,,1614.86,1804.56
I1,07/12/03,Modena,Brescia,1,1,D,0,0,D,1.9,2.9,4.0,1.95,2.85,4.25,1.9,2.8,4.0,2.0,2.8,3.75,2.0,2.88,3.75,2.0,2.87,3.75,1.83,2.87,4.33,1.9,1.79,2.05,1.75,1.95,1.85,-0.5,1.95,1.9,-0.5,2.0,1.9,-0.5,,1675.91,1670.76
I1,07/12/03,Sampdoria,Siena,2,1,H,1,1,D,1.83,2.87,4.5,1.83,3.0,4.5,1.8,2.8,4.4,1.727,2.875,5.0,1.8,3.0,4.5,1.8,3.0,4.5,1.72,3.1,4.5,1.79,1.9,2.05,1.75,1.83,1.97,-0.5,1.95,1.9,-0.5,1.975,1.925,-0.5,,1691.1,1686.73
I1,07/12/03,Udinese,Reggina,1,0,H,0,0,D,1.66,3.0,5.5,1.6,3.15,6.25,1.65,3.2,4.6,1.615,3.25,5.0,1.67,3.1,5.25,1.66,3.1,5.25,1.66,3.1,5.0,1.75,1.95,2.0,1.8,1.9,1.9,-0.75,1.85,2.0,-0.75,1.9,2.0,-0.75,,1752.68,1665.59
I1,13/12/03,Perugia,Sampdoria,3,3,D,1,1,D,2.5,2.75,2.875,2.4,2.8,2.95,2.4,2.6,3.0,2.5,2.75,2.75,2.38,2.8,3.0,2.37,2.8,3.0,2.6,2.62,2.8,1.95,1.75,2.1,1.7,2.0,1.8,-0.25,2.0,1.85,-0.25,2.1,1.8,-0.25,,1651.77,1699.95
I1,13/12/03,Udinese,Lecce,1,0,H,1,0,H,1.615,3.2,5.5,1.6,3.1,6.0,1.6,3.1,5.2,1.571,3.25,5.5,1.57,3.2,6.0,1.57,3.2,6.0,1.57,3.1,6.0,1.9,1.79,1.95,1.85,1.85,1.95,-0.75,1.85,2.0,-0.75,1.85,2.05,-0.75,,1759.03,1605.52
I1,14/12/03,Ancona,Lazio,0,1,A,0,0,D,5.0,3.2,1.667,4.75,3.05,1.75,4.4,3.1,1.7,4.333,3.0,1.8,4.75,3.2,1.7,4.75,3.2,1.7,4.5,3.1,1.72,1.85,1.85,2.0,1.8,1.9,1.9,0.75,1.9,1.95,0.75,1.95,1.95,0.75,,1564.12,1836.58
I1,14/12/03,Bologna,Inter,0,2,A,0,2,A,4.0,2.9,1.909,4.2,3.0,1.85,3.8,3.1,1.8,4.0,2.875,1.909,4.0,3.1,1.85,4.0,3.1,1.85,4.0,3.0,1.83,1.71,2.0,1.85,1.95,1.85,1.95,0.5,1.9,1.95,0.5,1.85,2.05,0.5,,1653.32,1865.67
I1,14/12/03,Brescia,Empoli,2,0,H,2,0,H,1.8,3.0,4.333,1.8,2.9,4.75,1.75,2.8,4.8,1.8,2.875,4.5,1.73,3.1,4.75,1.72,3.1,4.75,1.8,2.9,4.5,1.9,1.79,1.9,1.9,1.8,2.0,-0.5,1.9,1.95,-0.5,1.9,2.0,-0.5,,1674.43,1609.62
I1,14/12/03,Juventus,Parma,4,0,H,2,0,H,1.615,3.2,5.5,1.57,3.25,6.0,1.6,3.3,4.8,1.533,3.25,6.0,1.57,3.2,6.0,1.57,3.2,6.0,1.53,3.25,6.0,1.71,2.0,1.75,2.05,1.7,2.1,-0.75,1.75,2.1,-0.75,1.8,2.1,-0.75,,1921.36,1813.9
I1,14/12/03,Reggina,Chievo,0,0,D,0,0,D,2.25,3.0,3.0,2.4,2.8,3.0,2.4,2.7,2.9,2.375,2.75,3.0,2.3,2.88,3.0,2.3,2.87,3.0,2.4,2.8,2.87,1.95,1.75,2.1,1.7,2.0,1.8,-0.25,2.05,1.8,-0.25,2.1,1.8,-0.25,,1659.24,1732.58
I1,14/12/03,Roma,Modena,1,0,H,1,0,H,1.2,5.0,12.0,1.2,5.0,13.0,1.22,4.6,10.0,1.2,5.0,11.0,1.2,5.0,12.0,1.2,5.0,12.0,1.16,5.5,12.0,1.6,2.15,1.75,2.05,2.0,1.8,-1.75,2.05,1.8,-1.75,2.1,1.8,-1.75,,1874.31,1672.24
I1,20/12/03,Empoli,Roma,0,2,A,0,2,A,7.0,3.6,1.444,7.25,3.65,1.45,5.0,3.4,1.55,7.0,3.75,1.4,6.0,3.5,1.5,6.0,3.5,1.5,6.5,3.6,1.44,1.75,1.95,2.0,1.8,1.9,1.95,1.0,1.95,1.9,1.0,1.875,2.025,1.0,,1602.64,1878.05
I1,20/12/03,Parma,Reggina,1,2,A,0,1,A,1.444,3.6,7.0,1.45,3.65,7.25,1.5,3.4,5.6,1.5,3.2,7.0,1.44,3.6,7.0,1.44,3.6,7.0,1.36,3.75,8.0,1.85,1.85,1.9,1.9,1.95,1.9,-1.0,2.0,1.85,-1.0,2.025,1.875,-1.0,,1808.09,1658.28
I1,21/12/03,Chievo,Ancona,1,0,H,1,0,H,1.444,3.6,7.0,1.45,3.65,7.25,1.5,3.4,5.6,1.5,3.25,6.5,1.5,3.5,6.0,1.5,3.5,6.0,1.33,3.75,9.0,1.85,1.85,1.9,1.9,1.9,1.95,-1.0,1.85,2.0,-1.0,1.9,2.0,-1.0,,1733.54,1557.36
I1,21/12/03,Lazio,Inter,2,1,H,1,1,D,2.4,3.0,2.75,2.6,2.9,2.65,2.3,2.8,2.9,2.375,3.0,2.75,2.4,3.0,2.75,2.4,3.0,2.75,2.5,2.8,2.75,1.79,1.9,1.9,1.9,1.88,1.96,0.0,1.9,1.95,0.0,1.875,2.025,0.0,,1843.34,1874.26
I1,21/12/03,Lecce,Juventus,1,1,D,1,0,H,6.0,3.4,1.533,7.0,3.45,1.5,4.8,3.3,1.6,6.5,3.25,1.5,6.0,3.4,1.53,6.0,3.4,1.53,6.0,3.4,1.5,1.75,1.95,1.85,1.95,1.9,1.95,1.0,1.95,1.9,1.0,1.925,1.975,1.0,,1600.81,1927.17
I1,21/12/03,Milan,Udinese,1,2,A,0,1,A,1.36,4.0,7.5,1.35,4.1,8.5,1.35,3.8,7.5,1.36,3.75,8.0,1.33,4.0,8.5,1.33,4.0,8.5,1.28,4.33,8.5,1.79,1.9,1.85,1.95,,,,1.9,1.95,-1.25,1.975,1.925,-1.25,,1870.26,1763.74
I1,21/12/03,Perugia,Brescia,2,2,D,1,1,D,2.2,2.75,3.4,2.1,2.8,3.75,2.2,2.6,3.3,2.2,2.6,3.5,2.2,2.75,3.4,2.2,2.75,3.4,2.2,2.62,3.5,1.95,1.75,1.9,1.9,1.85,2.0,-0.25,1.8,2.05,-0.25,1.875,2.025,-0.25,,1649.92,1681.41
I1,21/12/03,Sampdoria,Modena,1,1,D,0,1,A,1.727,3.0,5.0,1.75,3.0,5.0,1.75,2.8,4.8,1.667,3.2,5.0,1.8,3.0,4.5,1.8,3.0,4.5,1.72,2.87,5.0,2.05,1.65,2.05,1.75,2.05,1.8,-0.75,2.05,1.8,-0.75,2.1,1.8,-0.75,,1701.8,1668.5
I1,21/12/03,Siena,Bologna,0,0,D,0,0,D,1.909,2.9,4.0,1.85,2.9,4.65,1.9,2.8,4.0,1.8,2.875,4.5,1.91,2.9,4.0,1.9,2.9,4.0,1.83,2.87,4.33,1.95,1.75,2.05,1.75,1.9,1.95,-0.5,1.9,1.95,-0.5,1.925,1.975,-0.5,,1677.88,1644.73
I1,06/01/04,Ancona,Parma,0,2,A,0,1,A,3.0,3.0,2.25,2.9,3.0,2.3,2.8,2.9,2.3,3.0,2.88,2.25,3.1,3.1,2.1,3.1,3.1,2.1,3.1,2.87,2.2,1.95,1.75,,,,,,1.9,1.95,0.25,,,,,1553.12,1787.89
I1,06/01/04,Bologna,Empoli,2,1,H,1,1,D,1.61,3.2,5.5,1.65,3.2,5.25,1.6,3.3,4.8,1.67,3.2,5.0,1.67,3.2,5.0,1.67,3.2,5.0,1.53,3.25,6.0,2.0,1.71,,,1.85,2.0,-0.75,1.85,2.0,-0.75,1.875,2.025,-0.75,,1649.3,1595.96
I1,06/01/04,Brescia,Siena,4,2,H,2,1,H,2.0,3.0,3.5,2.2,2.7,3.5,2.2,2.6,3.3,2.0,2.8,3.75,2.1,2.8,3.5,2.1,2.8,3.5,2.0,2.75,3.8,2.0,1.71,,,1.85,2.0,-0.25,1.8,2.05,-0.25,1.875,2.025,-0.25,,1683.84,1673.31
I1,06/01/04,Inter,Lecce,3,1,H,0,1,A,1.2,5.0,12.0,1.2,5.5,11.0,1.2,5.0,10.0,1.22,5.0,10.0,1.2,5.25,11.0,1.2,5.25,11.0,1.16,5.5,12.0,1.55,2.25,,,1.95,1.9,-1.5,1.9,1.95,-1.5,1.95,1.95,-1.5,,1864.21,1607.97
I1,06/01/04,Juventus,Perugia,1,0,H,1,0,H,1.2,5.0,12.0,1.2,5.5,11.0,1.25,4.5,9.0,1.2,5.0,11.0,1.2,5.25,11.0,1.2,5.25,11.0,1.2,5.0,11.0,1.5,2.35,,,1.85,2.0,-1.5,1.85,2.0,-1.5,1.8,2.1,-1.5,,1920.01,1647.49
I1,06/01/04,Modena,Chievo,0,3,A,0,1,A,2.25,3.0,3.0,2.3,2.8,3.15,2.2,2.8,3.1,2.25,2.88,3.0,2.25,2.88,3.1,2.25,2.88,3.1,2.3,2.8,3.0,2.15,1.6,,,2.05,1.8,-0.25,2.0,1.85,-0.25,2.0,1.9,-0.25,,1673.07,1737.78
I1,06/01/04,Reggina,Lazio,2,1,H,0,1,A,3.5,3.0,2.0,3.25,2.95,2.15,3.2,2.9,2.1,3.4,3.0,2.0,3.25,3.0,2.1,3.25,3.0,2.1,3.8,2.75,2.0,1.9,1.79,,,1.85,2.0,0.25,1.85,2.0,0.25,1.9,2.0,0.25,,1678.48,1853.39
I1,06/01/04,Roma,Milan,1,2,A,1,1,D,2.2,3.0,3.5,2.0,2.9,3.75,2.0,2.8,3.6,2.0,3.0,3.4,2.1,2.88,3.5,2.05,2.88,3.6,2.1,2.87,3.3,1.95,1.75,,,1.95,1.9,-0.25,1.9,1.95,-0.25,1.95,1.95,-0.25,,1884.73,1851.1
I1,06/01/04,Udinese,Sampdoria,0,1,A,0,0,D,1.9,3.0,4.0,2.0,2.8,4.0,2.1,2.7,3.5,1.91,2.88,4.0,2.0,2.88,3.75,2.0,2.88,3.75,2.0,2.75,3.8,2.0,1.71,,,1.8,2.05,-0.25,,,,1.775,2.125,-0.25,,1782.9,1697.23
I1,10/01/04,Chievo,Udinese,0,0,D,0,0,D,2.1,3.0,3.25,2.25,2.95,3.1,2.2,2.9,3.0,2.1,3.0,3.2,2.1,3.0,3.25,2.1,3.0,3.25,2.1,2.87,3.3,1.9,1.79,1.9,1.9,1.95,1.9,-0.25,1.9,1.95,-0.25,1.95,1.95,-0.25,,1751.55,1764.29
I1,10/01/04,Parma,Inter,1,0,H,1,0,H,,,,3.45,3.15,2.0,3.1,3.0,2.1,3.0,3.2,2.1,3.5,3.2,1.91,3.3,3.2,2.0,3.4,3.0,2.0,1.9,1.79,,,1.85,2.0,0.5,1.8,2.05,0.5,,,,,1795.77,1867.06
I1,11/01/04,Empoli,Ancona,2,0,H,0,0,D,1.8,3.0,4.33,1.8,3.1,4.5,1.85,2.9,4.0,1.8,3.2,4.0,1.83,3.0,4.2,1.83,3.0,4.2,1.8,2.9,4.5,2.05,1.65,2.05,1.75,2.0,1.85,-0.75,1.95,1.9,-0.75,2.05,1.85,-0.75,,1588.64,1545.24
I1,11/01/04,Lazio,Brescia,0,1,A,0,1,A,1.5,3.4,6.5,1.55,3.4,6.25,1.5,3.4,5.6,1.5,3.25,6.5,1.53,3.5,5.5,1.53,3.4,6.0,1.44,3.5,7.0,1.75,1.95,1.8,2.0,1.95,1.9,-0.75,1.95,1.9,-0.75,1.95,1.95,-0.75,,1838.24,1692.49
I1,11/01/04,Lecce,Bologna,1,2,A,1,1,D,2.25,3.0,3.0,2.28,2.85,3.15,2.2,2.7,3.2,2.25,2.75,3.2,2.3,2.8,3.1,2.3,2.8,3.1,2.25,2.75,3.2,2.05,1.65,2.1,1.7,2.05,1.8,-0.25,2.05,1.8,-0.25,2.05,1.85,-0.25,,1605.12,1656.62
I1,11/01/04,Milan,Reggina,3,1,H,1,1,D,1.25,4.5,11.0,1.23,5.0,12.0,1.22,4.8,9.5,1.22,5.0,10.0,1.25,4.75,10.0,1.25,4.75,10.0,1.2,5.0,11.0,1.71,2.0,1.75,2.05,1.9,1.95,-1.5,1.95,1.9,-1.5,1.975,1.925,-1.5,,1868.18,1693.63
I1,11/01/04,Perugia,Roma,0,1,A,0,1,A,5.5,3.0,1.66,4.85,3.15,1.72,4.0,3.2,1.75,5.0,3.25,1.62,4.75,3.1,1.73,4.75,3.1,1.73,5.5,2.9,1.66,1.79,1.9,1.85,1.95,2.05,1.8,0.5,2.0,1.85,0.5,2.075,1.825,0.5,,1644.87,1867.65
I1,11/01/04,Sampdoria,Juventus,1,2,A,0,1,A,4.2,3.1,1.9,4.25,3.1,1.85,3.6,3.0,1.9,4.0,3.2,1.8,3.75,3.1,1.91,3.75,3.1,1.91,4.2,3.0,1.8,1.9,1.79,1.95,1.85,2.0,1.85,0.5,1.9,1.95,0.5,1.95,1.95,0.5,,1715.84,1922.63
I1,11/01/04,Siena,Modena,4,0,H,2,0,H,1.9,2.9,4.0,2.0,2.85,4.0,2.0,2.7,3.8,1.8,3.2,4.0,2.0,2.88,3.75,2.0,2.88,3.75,1.9,3.0,3.75,2.0,1.71,2.15,1.66,2.0,1.85,-0.5,2.05,1.8,-0.5,2.05,1.85,-0.5,,1664.66,1659.3
I1,17/01/04,Modena,Lazio,1,1,D,0,1,A,2.87,3.2,2.2,3.1,3.0,2.2,2.7,3.0,2.3,2.88,3.0,2.25,3.0,3.0,2.25,3.0,3.0,2.25,3.2,2.8,2.2,2.0,1.71,2.05,1.75,1.85,2.0,0.25,1.9,1.95,0.25,1.9,2.0,0.25,,1650.48,1818.13
I1,17/01/04,Udinese,Parma,1,1,D,1,0,H,2.25,3.1,2.87,2.3,2.9,3.0,2.1,2.9,3.2,2.25,3.0,2.88,2.25,3.0,3.0,2.25,3.0,3.0,2.37,2.9,2.8,1.95,1.75,2.0,1.8,2.05,1.8,-0.25,2.0,1.85,-0.25,2.1,1.8,-0.25,,1767.37,1807.24
I1,18/01/04,Ancona,Perugia,0,0,D,0,0,D,2.62,3.1,2.4,2.75,3.0,2.4,2.7,2.8,2.5,2.62,2.88,2.5,2.62,3.1,2.4,2.62,3.1,2.4,2.9,2.9,2.3,2.05,1.65,2.05,1.75,1.8,2.05,0.25,1.85,2.0,0.25,1.775,2.125,0.25,,1537.62,1636.61
I1,18/01/04,Bologna,Chievo,3,1,H,3,1,H,2.25,2.87,3.1,2.3,2.9,3.0,2.2,2.7,3.2,2.2,2.8,3.2,2.2,2.88,3.2,2.2,2.88,3.2,2.25,2.8,3.1,1.85,1.85,1.95,1.85,2.05,1.8,-0.25,2.0,1.85,-0.25,1.975,1.925,-0.25,,1670.85,1748.47
I1,18/01/04,Brescia,Milan,0,1,A,0,0,D,4.5,3.2,1.83,4.5,3.0,1.8,4.0,2.8,1.9,4.33,3.2,1.73,4.0,3.1,1.83,4.0,3.1,1.83,4.33,2.87,1.83,1.85,1.85,2.0,1.8,2.05,1.8,0.5,1.95,1.9,0.5,1.95,1.95,0.5,,1712.6,1872.45
I1,18/01/04,Inter,Empoli,0,1,A,0,0,D,1.2,5.0,12.0,1.17,5.5,13.0,1.17,5.2,12.0,1.17,5.5,12.0,1.18,5.5,12.0,1.18,5.5,12.0,1.12,6.0,15.0,1.55,2.25,1.66,2.15,1.8,2.05,-1.5,1.8,2.05,-1.5,1.825,2.075,-1.5,,1855.59,1596.26
I1,18/01/04,Juventus,Siena,4,2,H,2,0,H,1.22,5.0,10.0,1.2,5.1,12.0,1.25,4.5,9.0,1.25,4.5,10.0,1.22,5.0,10.0,1.22,5.0,10.0,1.2,5.0,11.0,1.65,2.05,1.66,2.15,1.9,1.95,-1.5,1.9,1.95,-1.5,1.925,1.975,-1.5,,1931.4,1673.48
I1,18/01/04,Reggina,Lecce,1,3,A,1,2,A,1.8,3.0,4.33,1.8,3.0,4.5,1.75,2.9,4.6,1.8,3.0,4.33,1.8,3.0,4.33,1.8,3.0,4.33,1.72,2.9,5.0,1.39,1.79,1.95,1.85,1.8,2.05,-0.5,1.9,1.95,-0.5,1.925,1.975,-0.5,,1689.36,1590.89
I1,18/01/04,Roma,Sampdoria,3,1,H,1,1,D,1.4,3.75,10.0,1.4,3.7,8.0,1.4,3.7,6.5,1.36,3.75,8.0,1.4,3.6,8.0,1.4,3.6,8.0,1.4,3.5,8.0,1.79,1.9,1.95,1.85,1.75,2.1,-1.0,1.85,2.0,-1.0,1.775,2.125,-1.0,,1875.91,1707.07
