season,file,round,round_start,window_days,matches,correct,accuracy
2012-13,E0_elo.csv,11,2012-11-10,1825,10,4,0.4
2012-13,E0_elo.csv,12,2012-11-17,1825,10,3,0.3
2012-13,E0_elo.csv,13,2012-11-24,1825,10,5,0.5
2012-13,E0_elo.csv,14,2012-11-27,1825,10,6,0.6
2012-13,E0_elo.csv,15,2012-12-01,1825,10,4,0.4
2012-13,E0_elo.csv,16,2012-12-08,1825,11,6,0.5454545454545454
2012-13,E0_elo.csv,17,2012-12-15,1825,9,5,0.5555555555555556
2012-13,E0_elo.csv,18,2012-12-22,1825,10,7,0.7
2012-13,E0_elo.csv,19,2012-12-26,1825,9,6,0.6666666666666666
2012-13,E0_elo.csv,20,2012-12-29,1825,11,6,0.5454545454545454
2012-13,E0_elo.csv,21,2013-01-01,1825,9,6,0.6666666666666666
2012-13,E0_elo.csv,22,2013-01-12,1825,11,3,0.2727272727272727
2012-13,E0_elo.csv,23,2013-01-19,1825,11,5,0.45454545454545453
2012-13,E0_elo.csv,24,2013-01-29,1825,10,3,0.3
2012-13,E0_elo.csv,25,2013-02-02,1825,10,4,0.4
2012-13,E0_elo.csv,26,2013-02-09,1825,10,7,0.7
2012-13,E0_elo.csv,27,2013-02-17,1825,10,8,0.8
2012-13,E0_elo.csv,28,2013-03-02,1825,10,6,0.6
2012-13,E0_elo.csv,29,2013-03-09,1825,8,5,0.625
2012-13,E0_elo.csv,30,2013-03-16,1825,8,4,0.5
2012-13,E0_elo.csv,31,2013-03-30,1825,11,9,0.8181818181818182
2012-13,E0_elo.csv,32,2013-04-06,1825,10,4,0.4
2012-13,E0_elo.csv,33,2013-04-13,1825,11,5,0.45454545454545453
2012-13,E0_elo.csv,34,2013-04-20,1825,11,5,0.45454545454545453
2012-13,E0_elo.csv,35,2013-04-27,1825,10,4,0.4
2012-13,E0_elo.csv,36,2013-05-04,1825,11,3,0.2727272727272727
2012-13,E0_elo.csv,37,2013-05-11,1825,10,8,0.8
2012-13,E0_elo.csv,38,2013-05-19,1825,10,5,0.5
2013-14,E0_elo.csv,1,2013-08-17,1825,10,6,0.6
2013-14,E0_elo.csv,2,2013-08-21,1825,9,4,0.4444444444444444
2013-14,E0_elo.csv,3,2013-08-24,1825,11,6,0.5454545454545454
2013-14,E0_elo.csv,4,2013-09-14,1825,10,4,0.4
2013-14,E0_elo.csv,5,2013-09-21,1825,10,6,0.6
2013-14,E0_elo.csv,6,2013-09-28,1825,10,5,0.5
2013-14,E0_elo.csv,7,2013-10-05,1825,10,6,0.6
2013-14,E0_elo.csv,8,2013-10-19,1825,10,6,0.6
2013-14,E0_elo.csv,9,2013-10-26,1825,10,8,0.8
2013-14,E0_elo.csv,10,2013-11-02,1825,10,6,0.6
2013-14,E0_elo.csv,11,2013-11-09,1825,10,5,0.5
2013-14,E0_elo.csv,12,2013-11-23,1825,10,5,0.5
2013-14,E0_elo.csv,13,2013-11-30,1825,10,7,0.7
2013-14,E0_elo.csv,14,2013-12-03,1825,10,7,0.7
2013-14,E0_elo.csv,15,2013-12-07,1825,10,4,0.4
2013-14,E0_elo.csv,16,2013-12-14,1825,10,5,0.5
2013-14,E0_elo.csv,17,2013-12-21,1825,10,6,0.6
2013-14,E0_elo.csv,18,2013-12-26,1825,10,5,0.5
2013-14,E0_elo.csv,19,2013-12-28,1825,10,7,0.7
2013-14,E0_elo.csv,20,2014-01-01,1825,10,6,0.6
2013-14,E0_elo.csv,21,2014-01-11,1825,10,8,0.8
2013-14,E0_elo.csv,22,2014-01-18,1825,10,6,0.6
2013-14,E0_elo.csv,23,2014-01-28,1825,10,6,0.6
2013-14,E0_elo.csv,24,2014-02-01,1825,10,5,0.5
2013-14,E0_elo.csv,25,2014-02-08,1825,10,5,0.5
2013-14,E0_elo.csv,26,2014-02-11,1825,8,4,0.5
2013-14,E0_elo.csv,27,2014-02-22,1825,10,7,0.7
2013-14,E0_elo.csv,28,2014-03-01,1825,9,6,0.6666666666666666
2013-14,E0_elo.csv,29,2014-03-08,1825,8,3,0.375
2013-14,E0_elo.csv,30,2014-03-15,1825,10,7,0.7
2013-14,E0_elo.csv,31,2014-03-22,1825,11,8,0.7272727272727273
2013-14,E0_elo.csv,32,2014-03-29,1825,10,6,0.6
2013-14,E0_elo.csv,33,2014-04-05,1825,13,9,0.6923076923076923
2013-14,E0_elo.csv,34,2014-04-12,1825,9,6,0.6666666666666666
2013-14,E0_elo.csv,35,2014-04-19,1825,9,4,0.4444444444444444
2013-14,E0_elo.csv,36,2014-04-26,1825,12,8,0.6666666666666666
2013-14,E0_elo.csv,37,2014-05-03,1825,11,6,0.5454545454545454
2013-14,E0_elo.csv,38,2014-05-11,1825,10,6,0.6
2014-15,E0_elo.csv,1,2014-08-16,1825,10,5,0.5
2014-15,E0_elo.csv,2,2014-08-23,1825,10,4,0.4
2014-15,E0_elo.csv,3,2014-08-30,1825,10,2,0.2
2014-15,E0_elo.csv,4,2014-09-13,1825,10,4,0.4
2014-15,E0_elo.csv,5,2014-09-20,1825,10,1,0.1
2014-15,E0_elo.csv,6,2014-09-27,1825,10,7,0.7
2014-15,E0_elo.csv,7,2014-10-04,1825,10,7,0.7
2014-15,E0_elo.csv,8,2014-10-18,1825,10,8,0.8
2014-15,E0_elo.csv,9,2014-10-25,1825,10,5,0.5
2014-15,E0_elo.csv,10,2014-11-01,1825,10,5,0.5
2014-15,E0_elo.csv,11,2014-11-08,1825,10,4,0.4
2014-15,E0_elo.csv,12,2014-11-22,1825,10,5,0.5
2014-15,E0_elo.csv,13,2014-11-29,1825,10,7,0.7
2014-15,E0_elo.csv,14,2014-12-02,1825,10,6,0.6
2014-15,E0_elo.csv,15,2014-12-06,1825,10,4,0.4
2014-15,E0_elo.csv,16,2014-12-13,1825,10,7,0.7
2014-15,E0_elo.csv,17,2014-12-20,1825,10,6,0.6
2014-15,E0_elo.csv,18,2014-12-26,1825,10,7,0.7
2014-15,E0_elo.csv,19,2014-12-28,1825,10,4,0.4
2014-15,E0_elo.csv,20,2015-01-01,1825,10,1,0.1
2014-15,E0_elo.csv,21,2015-01-10,1825,10,6,0.6
2014-15,E0_elo.csv,22,2015-01-17,1825,10,6,0.6
2014-15,E0_elo.csv,23,2015-01-31,1825,10,6,0.6
2014-15,E0_elo.csv,24,2015-02-07,1825,10,3,0.3
2014-15,E0_elo.csv,25,2015-02-10,1825,10,7,0.7
2014-15,E0_elo.csv,26,2015-02-21,1825,10,4,0.4
2014-15,E0_elo.csv,27,2015-02-28,1825,8,5,0.625
2014-15,E0_elo.csv,28,2015-03-03,1825,11,10,0.9090909090909091
2014-15,E0_elo.csv,29,2015-03-14,1825,10,5,0.5
2014-15,E0_elo.csv,30,2015-03-21,1825,10,7,0.7
2014-15,E0_elo.csv,31,2015-04-04,1825,10,7,0.7
2014-15,E0_elo.csv,32,2015-04-07,1825,9,5,0.5555555555555556
2014-15,E0_elo.csv,33,2015-04-11,1825,10,6,0.6
2014-15,E0_elo.csv,34,2015-04-25,1825,11,2,0.18181818181818182
2014-15,E0_elo.csv,35,2015-05-02,1825,10,6,0.6
2014-15,E0_elo.csv,36,2015-05-09,1825,10,5,0.5
2014-15,E0_elo.csv,37,2015-05-16,1825,11,4,0.36363636363636365
2014-15,E0_elo.csv,38,2015-05-24,1825,10,6,0.6
2015-16,E0_elo.csv,1,2015-08-08,1825,10,4,0.4
2015-16,E0_elo.csv,2,2015-08-14,1825,10,5,0.5
2015-16,E0_elo.csv,3,2015-08-22,1825,10,3,0.3
2015-16,E0_elo.csv,4,2015-08-29,1825,10,3,0.3
2015-16,E0_elo.csv,5,2015-09-12,1825,10,8,0.8
2015-16,E0_elo.csv,6,2015-09-19,1825,10,4,0.4
2015-16,E0_elo.csv,7,2015-09-26,1825,10,5,0.5
2015-16,E0_elo.csv,8,2015-10-03,1825,10,4,0.4
2015-16,E0_elo.csv,9,2015-10-17,1825,10,5,0.5
2015-16,E0_elo.csv,10,2015-10-24,1825,10,5,0.5
2015-16,E0_elo.csv,11,2015-10-31,1825,10,6,0.6
2015-16,E0_elo.csv,12,2015-11-07,1825,10,3,0.3
2015-16,E0_elo.csv,13,2015-11-21,1825,10,5,0.5
2015-16,E0_elo.csv,14,2015-11-28,1825,10,4,0.4
2015-16,E0_elo.csv,15,2015-12-05,1825,10,2,0.2
2015-16,E0_elo.csv,16,2015-12-12,1825,10,4,0.4
2015-16,E0_elo.csv,17,2015-12-19,1825,10,3,0.3
2015-16,E0_elo.csv,18,2015-12-26,1825,10,6,0.6
2015-16,E0_elo.csv,19,2015-12-28,1825,10,5,0.5
2015-16,E0_elo.csv,20,2016-01-02,1825,10,7,0.7
2015-16,E0_elo.csv,21,2016-01-12,1825,10,2,0.2
2015-16,E0_elo.csv,22,2016-01-16,1825,10,5,0.5
2015-16,E0_elo.csv,23,2016-01-23,1825,10,4,0.4
2015-16,E0_elo.csv,24,2016-02-02,1825,10,6,0.6
2015-16,E0_elo.csv,25,2016-02-06,1825,10,5,0.5
2015-16,E0_elo.csv,26,2016-02-13,1825,10,3,0.3
2015-16,E0_elo.csv,27,2016-02-27,1825,9,7,0.7777777777777778
2015-16,E0_elo.csv,28,2016-03-01,1825,9,5,0.5555555555555556
2015-16,E0_elo.csv,29,2016-03-05,1825,10,4,0.4
2015-16,E0_elo.csv,30,2016-03-12,1825,9,4,0.4444444444444444
2015-16,E0_elo.csv,31,2016-03-19,1825,10,6,0.6
2015-16,E0_elo.csv,32,2016-04-02,1825,9,5,0.5555555555555556
2015-16,E0_elo.csv,33,2016-04-09,1825,10,6,0.6
2015-16,E0_elo.csv,34,2016-04-16,1825,12,5,0.4166666666666667
2015-16,E0_elo.csv,35,2016-04-20,1825,8,5,0.625
2015-16,E0_elo.csv,36,2016-04-30,1825,13,7,0.5384615384615384
2015-16,E0_elo.csv,37,2016-05-07,1825,11,4,0.36363636363636365
2015-16,E0_elo.csv,38,2016-05-15,1825,10,5,0.5
2016-17,E0_elo.csv,1,2016-08-13,1825,10,3,0.3
2016-17,E0_elo.csv,2,2016-08-19,1825,10,5,0.5
2016-17,E0_elo.csv,3,2016-08-27,1825,10,6,0.6
2016-17,E0_elo.csv,4,2016-09-10,1825,10,4,0.4
2016-17,E0_elo.csv,5,2016-09-16,1825,10,8,0.8
2016-17,E0_elo.csv,6,2016-09-24,1825,10,7,0.7
2016-17,E0_elo.csv,7,2016-09-30,1825,10,4,0.4
2016-17,E0_elo.csv,8,2016-10-15,1825,10,5,0.5
2016-17,E0_elo.csv,9,2016-10-22,1825,10,4,0.4
2016-17,E0_elo.csv,10,2016-10-29,1825,10,7,0.7
2016-17,E0_elo.csv,11,2016-11-05,1825,10,4,0.4
2016-17,E0_elo.csv,12,2016-11-19,1825,10,5,0.5
2016-17,E0_elo.csv,13,2016-11-26,1825,10,6,0.6
2016-17,E0_elo.csv,14,2016-12-03,1825,10,5,0.5
2016-17,E0_elo.csv,15,2016-12-10,1825,10,8,0.8
2016-17,E0_elo.csv,16,2016-12-13,1825,10,7,0.7
2016-17,E0_elo.csv,17,2016-12-17,1825,10,8,0.8
2016-17,E0_elo.csv,18,2016-12-26,1825,10,6,0.6
2016-17,E0_elo.csv,19,2016-12-30,1825,10,7,0.7
2016-17,E0_elo.csv,20,2017-01-02,1825,10,6,0.6
2016-17,E0_elo.csv,21,2017-01-14,1825,10,4,0.4
2016-17,E0_elo.csv,22,2017-01-21,1825,10,5,0.5
2016-17,E0_elo.csv,23,2017-01-31,1825,10,3,0.3
2016-17,E0_elo.csv,24,2017-02-04,1825,10,7,0.7
2016-17,E0_elo.csv,25,2017-02-11,1825,10,6,0.6
2016-17,E0_elo.csv,26,2017-02-25,1825,8,5,0.625
2016-17,E0_elo.csv,27,2017-03-04,1825,10,7,0.7
2016-17,E0_elo.csv,28,2017-03-08,1825,8,7,0.875
2016-17,E0_elo.csv,29,2017-03-18,1825,10,4,0.4
2016-17,E0_elo.csv,30,2017-04-01,1825,10,7,0.7
2016-17,E0_elo.csv,31,2017-04-04,1825,10,7,0.7
2016-17,E0_elo.csv,32,2017-04-08,1825,11,8,0.7272727272727273
2016-17,E0_elo.csv,33,2017-04-15,1825,9,7,0.7777777777777778
2016-17,E0_elo.csv,34,2017-04-22,1825,10,7,0.7
2016-17,E0_elo.csv,35,2017-04-29,1825,11,5,0.45454545454545453
2016-17,E0_elo.csv,36,2017-05-05,1825,11,5,0.45454545454545453
2016-17,E0_elo.csv,37,2017-05-12,1825,12,10,0.8333333333333334
2016-17,E0_elo.csv,38,2017-05-21,1825,10,7,0.7
2017-18,E0_elo.csv,1,2017-08-11,1825,10,6,0.6
2017-18,E0_elo.csv,2,2017-08-19,1825,10,5,0.5
2017-18,E0_elo.csv,3,2017-08-26,1825,10,5,0.5
2017-18,E0_elo.csv,4,2017-09-09,1825,10,7,0.7
2017-18,E0_elo.csv,5,2017-09-15,1825,10,4,0.4
2017-18,E0_elo.csv,6,2017-09-23,1825,10,8,0.8
2017-18,E0_elo.csv,7,2017-09-30,1825,10,5,0.5
2017-18,E0_elo.csv,8,2017-10-14,1825,10,3,0.3
2017-18,E0_elo.csv,9,2017-10-20,1825,10,6,0.6
2017-18,E0_elo.csv,10,2017-10-28,1825,10,7,0.7
2017-18,E0_elo.csv,11,2017-11-04,1825,10,6,0.6
2017-18,E0_elo.csv,12,2017-11-18,1825,10,8,0.8
2017-18,E0_elo.csv,13,2017-11-24,1825,10,5,0.5
2017-18,E0_elo.csv,14,2017-11-28,1825,10,6,0.6
2017-18,E0_elo.csv,15,2017-12-02,1825,10,6,0.6
2017-18,E0_elo.csv,16,2017-12-09,1825,10,5,0.5
2017-18,E0_elo.csv,17,2017-12-12,1825,10,7,0.7
2017-18,E0_elo.csv,18,2017-12-16,1825,10,6,0.6
2017-18,E0_elo.csv,19,2017-12-22,1825,10,4,0.4
2017-18,E0_elo.csv,20,2017-12-26,1825,10,5,0.5
2017-18,E0_elo.csv,21,2017-12-30,1825,9,2,0.2222222222222222
2017-18,E0_elo.csv,22,2018-01-01,1825,11,6,0.5454545454545454
2017-18,E0_elo.csv,23,2018-01-13,1825,10,5,0.5
2017-18,E0_elo.csv,24,2018-01-20,1825,10,6,0.6
2017-18,E0_elo.csv,25,2018-01-30,1825,10,4,0.4
2017-18,E0_elo.csv,26,2018-02-03,1825,10,4,0.4
2017-18,E0_elo.csv,27,2018-02-10,1825,10,8,0.8
2017-18,E0_elo.csv,28,2018-02-24,1825,10,6,0.6
2017-18,E0_elo.csv,29,2018-03-03,1825,10,7,0.7
2017-18,E0_elo.csv,30,2018-03-10,1825,10,8,0.8
2017-18,E0_elo.csv,31,2018-03-17,1825,8,4,0.5
2017-18,E0_elo.csv,32,2018-03-31,1825,10,6,0.6
2017-18,E0_elo.csv,33,2018-04-07,1825,10,3,0.3
2017-18,E0_elo.csv,34,2018-04-14,1825,11,6,0.5454545454545454
2017-18,E0_elo.csv,35,2018-04-18,1825,8,5,0.625
2017-18,E0_elo.csv,36,2018-04-28,1825,10,3,0.3
2017-18,E0_elo.csv,37,2018-05-05,1825,13,7,0.5384615384615384
2017-18,E0_elo.csv,38,2018-05-13,1825,10,7,0.7
2018-19,E0_elo.csv,1,2018-08-10,1825,10,8,0.8
2018-19,E0_elo.csv,2,2018-08-18,1825,10,6,0.6
2018-19,E0_elo.csv,3,2018-08-25,1825,10,4,0.4
2018-19,E0_elo.csv,4,2018-09-01,1825,10,5,0.5
2018-19,E0_elo.csv,5,2018-09-15,1825,10,6,0.6
2018-19,E0_elo.csv,6,2018-09-22,1825,10,6,0.6
2018-19,E0_elo.csv,7,2018-09-29,1825,10,7,0.7
2018-19,E0_elo.csv,8,2018-10-05,1825,10,5,0.5
2018-19,E0_elo.csv,9,2018-10-20,1825,10,6,0.6
2018-19,E0_elo.csv,10,2018-10-27,1825,10,6,0.6
2018-19,E0_elo.csv,11,2018-11-03,1825,10,9,0.9
2018-19,E0_elo.csv,12,2018-11-10,1825,10,4,0.4
2018-19,E0_elo.csv,13,2018-11-24,1825,10,6,0.6
2018-19,E0_elo.csv,14,2018-11-30,1825,10,6,0.6
2018-19,E0_elo.csv,15,2018-12-04,1825,10,6,0.6
2018-19,E0_elo.csv,16,2018-12-08,1825,10,7,0.7
2018-19,E0_elo.csv,17,2018-12-15,1825,10,8,0.8
2018-19,E0_elo.csv,18,2018-12-21,1825,10,5,0.5
2018-19,E0_elo.csv,19,2018-12-26,1825,10,4,0.4
2018-19,E0_elo.csv,20,2018-12-29,1825,10,7,0.7
2018-19,E0_elo.csv,21,2019-01-01,1825,10,4,0.4
2018-19,E0_elo.csv,22,2019-01-12,1825,10,5,0.5
2018-19,E0_elo.csv,23,2019-01-19,1825,10,9,0.9
2018-19,E0_elo.csv,24,2019-01-29,1825,10,5,0.5
2018-19,E0_elo.csv,25,2019-02-02,1825,10,5,0.5
2018-19,E0_elo.csv,26,2019-02-06,1825,9,5,0.5555555555555556
2018-19,E0_elo.csv,27,2019-02-09,1825,10,5,0.5
2018-19,E0_elo.csv,28,2019-02-26,1825,10,8,0.8
2018-19,E0_elo.csv,29,2019-03-02,1825,10,7,0.7
2018-19,E0_elo.csv,30,2019-03-09,1825,10,6,0.6
2018-19,E0_elo.csv,31,2019-03-16,1825,8,4,0.5
2018-19,E0_elo.csv,32,2019-03-30,1825,11,9,0.8181818181818182
2018-19,E0_elo.csv,33,2019-04-02,1825,9,6,0.6666666666666666
2018-19,E0_elo.csv,34,2019-04-12,1825,11,6,0.5454545454545454
2018-19,E0_elo.csv,35,2019-04-20,1825,12,5,0.4166666666666667
2018-19,E0_elo.csv,36,2019-04-26,1825,10,3,0.3
2018-19,E0_elo.csv,37,2019-05-03,1825,10,6,0.6
2018-19,E0_elo.csv,38,2019-05-12,1825,10,4,0.4
2019-20,E0_elo.csv,1,2019-08-09,1825,10,6,0.6
2019-20,E0_elo.csv,2,2019-08-17,1825,10,6,0.6
2019-20,E0_elo.csv,3,2019-08-23,1825,10,3,0.3
2019-20,E0_elo.csv,4,2019-08-31,1825,10,6,0.6
2019-20,E0_elo.csv,5,2019-09-14,1825,10,5,0.5
2019-20,E0_elo.csv,6,2019-09-20,1825,10,6,0.6
2019-20,E0_elo.csv,7,2019-09-28,1825,10,7,0.7
2019-20,E0_elo.csv,8,2019-10-05,1825,10,4,0.4
2019-20,E0_elo.csv,9,2019-10-19,1825,10,4,0.4
2019-20,E0_elo.csv,10,2019-10-25,1825,10,5,0.5
2019-20,E0_elo.csv,11,2019-11-02,1825,10,5,0.5
2019-20,E0_elo.csv,12,2019-11-08,1825,10,7,0.7
2019-20,E0_elo.csv,13,2019-11-23,1825,10,4,0.4
2019-20,E0_elo.csv,14,2019-11-30,1825,10,4,0.4
2019-20,E0_elo.csv,15,2019-12-03,1825,10,8,0.8
2019-20,E0_elo.csv,16,2019-12-07,1825,10,5,0.5
2019-20,E0_elo.csv,17,2019-12-14,1825,10,4,0.4
2019-20,E0_elo.csv,18,2019-12-21,1825,9,3,0.3333333333333333
2019-20,E0_elo.csv,19,2019-12-26,1825,10,6,0.6
2019-20,E0_elo.csv,20,2019-12-28,1825,10,6,0.6
2019-20,E0_elo.csv,21,2020-01-01,1825,10,5,0.5
2019-20,E0_elo.csv,22,2020-01-10,1825,10,6,0.6
2019-20,E0_elo.csv,23,2020-01-18,1825,10,2,0.2
2019-20,E0_elo.csv,24,2020-01-21,1825,11,6,0.5454545454545454
2019-20,E0_elo.csv,25,2020-02-01,1825,10,2,0.2
2019-20,E0_elo.csv,26,2020-02-08,1825,10,6,0.6
2019-20,E0_elo.csv,27,2020-02-22,1825,10,9,0.9
2019-20,E0_elo.csv,28,2020-02-28,1825,8,1,0.125
2019-20,E0_elo.csv,29,2020-03-07,1825,12,7,0.5833333333333334
2019-20,E0_elo.csv,30,2020-06-19,1825,10,5,0.5
2019-20,E0_elo.csv,31,2020-06-23,1825,10,6,0.6
2019-20,E0_elo.csv,32,2020-06-27,1825,10,6,0.6
2019-20,E0_elo.csv,33,2020-07-04,1825,10,5,0.5
2019-20,E0_elo.csv,34,2020-07-07,1825,10,6,0.6
2019-20,E0_elo.csv,35,2020-07-11,1825,10,6,0.6
2019-20,E0_elo.csv,36,2020-07-14,1825,10,5,0.5
2019-20,E0_elo.csv,37,2020-07-18,1825,10,5,0.5
2019-20,E0_elo.csv,38,2020-07-26,1825,10,5,0.5
2020-21,E0_elo.csv,1,2020-09-12,1825,8,5,0.625
2020-21,E0_elo.csv,2,2020-09-19,1825,10,6,0.6
2020-21,E0_elo.csv,3,2020-09-26,1825,10,2,0.2
2020-21,E0_elo.csv,4,2020-10-03,1825,10,6,0.6
2020-21,E0_elo.csv,5,2020-10-17,1825,10,2,0.2
2020-21,E0_elo.csv,6,2020-10-23,1825,10,4,0.4
2020-21,E0_elo.csv,7,2020-10-30,1825,10,7,0.7
2020-21,E0_elo.csv,8,2020-11-06,1825,10,6,0.6
2020-21,E0_elo.csv,9,2020-11-21,1825,11,6,0.5454545454545454
2020-21,E0_elo.csv,10,2020-11-27,1825,9,2,0.2222222222222222
2020-21,E0_elo.csv,11,2020-12-05,1825,10,6,0.6
2020-21,E0_elo.csv,12,2020-12-11,1825,10,3,0.3
2020-21,E0_elo.csv,13,2020-12-15,1825,9,4,0.4444444444444444
2020-21,E0_elo.csv,14,2020-12-19,1825,11,7,0.6363636363636364
2020-21,E0_elo.csv,15,2020-12-26,1825,9,3,0.3333333333333333
2020-21,E0_elo.csv,16,2020-12-28,1825,9,4,0.4444444444444444
2020-21,E0_elo.csv,17,2021-01-01,1825,10,5,0.5
2020-21,E0_elo.csv,18,2021-01-12,1825,9,6,0.6666666666666666
2020-21,E0_elo.csv,19,2021-01-16,1825,11,8,0.7272727272727273
2020-21,E0_elo.csv,20,2021-01-26,1825,10,2,0.2
2020-21,E0_elo.csv,21,2021-01-30,1825,11,5,0.45454545454545453
2020-21,E0_elo.csv,22,2021-02-02,1825,8,4,0.5
2020-21,E0_elo.csv,23,2021-02-06,1825,12,6,0.5
2020-21,E0_elo.csv,24,2021-02-13,1825,10,4,0.4
2020-21,E0_elo.csv,25,2021-02-19,1825,11,7,0.6363636363636364
2020-21,E0_elo.csv,26,2021-02-27,1825,10,4,0.4
2020-21,E0_elo.csv,27,2021-03-02,1825,8,4,0.5
2020-21,E0_elo.csv,28,2021-03-06,1825,11,4,0.36363636363636365
2020-21,E0_elo.csv,29,2021-03-10,1825,11,7,0.6363636363636364
2020-21,E0_elo.csv,30,2021-03-13,1825,10,4,0.4
2020-21,E0_elo.csv,31,2021-04-03,1825,10,6,0.6
2020-21,E0_elo.csv,32,2021-04-09,1825,9,4,0.4444444444444444
2020-21,E0_elo.csv,33,2021-04-18,1825,12,4,0.3333333333333333
2020-21,E0_elo.csv,34,2021-04-30,1825,10,6,0.6
2020-21,E0_elo.csv,35,2021-05-07,1825,10,4,0.4
2020-21,E0_elo.csv,36,2021-05-11,1825,11,5,0.45454545454545453
2020-21,E0_elo.csv,37,2021-05-18,1825,10,6,0.6
2020-21,E0_elo.csv,38,2021-05-23,1825,10,7,0.7
2021-22,E0_elo.csv,1,2021-08-13,1825,10,6,0.6
2021-22,E0_elo.csv,2,2021-08-21,1825,10,6,0.6
2021-22,E0_elo.csv,3,2021-08-28,1825,10,4,0.4
2021-22,E0_elo.csv,4,2021-09-11,1825,10,6,0.6
2021-22,E0_elo.csv,5,2021-09-17,1825,10,5,0.5
2021-22,E0_elo.csv,6,2021-09-25,1825,10,2,0.2
2021-22,E0_elo.csv,7,2021-10-02,1825,10,4,0.4
2021-22,E0_elo.csv,8,2021-10-16,1825,10,5,0.5
2021-22,E0_elo.csv,9,2021-10-22,1825,10,4,0.4
2021-22,E0_elo.csv,10,2021-10-30,1825,10,4,0.4
2021-22,E0_elo.csv,11,2021-11-05,1825,10,3,0.3
2021-22,E0_elo.csv,12,2021-11-20,1825,10,5,0.5
2021-22,E0_elo.csv,13,2021-11-27,1825,9,5,0.5555555555555556
2021-22,E0_elo.csv,14,2021-11-30,1825,10,6,0.6
2021-22,E0_elo.csv,15,2021-12-04,1825,10,7,0.7
2021-22,E0_elo.csv,16,2021-12-10,1825,9,8,0.8888888888888888
2021-22,E0_elo.csv,17,2021-12-14,1825,8,5,0.625
2021-22,E0_elo.csv,18,2021-12-18,1825,8,4,0.5
2021-22,E0_elo.csv,19,2021-12-26,1825,13,7,0.5384615384615384
2021-22,E0_elo.csv,20,2021-12-29,1825,6,3,0.5
2021-22,E0_elo.csv,21,2022-01-01,1825,11,4,0.36363636363636365
2021-22,E0_elo.csv,22,2022-01-15,1825,9,4,0.4444444444444444
2021-22,E0_elo.csv,23,2022-01-18,1825,12,5,0.4166666666666667
2021-22,E0_elo.csv,24,2022-01-23,1825,8,5,0.625
2021-22,E0_elo.csv,25,2022-02-12,1825,10,7,0.7
2021-22,E0_elo.csv,26,2022-02-19,1825,12,8,0.6666666666666666
2021-22,E0_elo.csv,27,2022-02-26,1825,9,6,0.6666666666666666
2021-22,E0_elo.csv,28,2022-03-05,1825,10,6,0.6
2021-22,E0_elo.csv,29,2022-03-12,1825,12,9,0.75
2021-22,E0_elo.csv,30,2022-03-18,1825,9,5,0.5555555555555556
2021-22,E0_elo.csv,31,2022-04-02,1825,12,5,0.4166666666666667
2021-22,E0_elo.csv,32,2022-04-08,1825,9,3,0.3333333333333333
2021-22,E0_elo.csv,33,2022-04-16,1825,10,7,0.7
2021-22,E0_elo.csv,34,2022-04-23,1825,11,6,0.5454545454545454
2021-22,E0_elo.csv,35,2022-04-28,1825,10,3,0.3
2021-22,E0_elo.csv,36,2022-05-02,1825,11,9,0.8181818181818182
2021-22,E0_elo.csv,37,2022-05-07,1825,12,4,0.3333333333333333
2021-22,E0_elo.csv,38,2022-05-22,1825,10,7,0.7
2022-23,E0_elo.csv,1,2022-08-05,1825,10,7,0.7
2022-23,E0_elo.csv,2,2022-08-13,1825,10,5,0.5
2022-23,E0_elo.csv,3,2022-08-20,1825,10,3,0.3
2022-23,E0_elo.csv,4,2022-08-27,1825,10,7,0.7
2022-23,E0_elo.csv,5,2022-08-30,1825,10,3,0.3
2022-23,E0_elo.csv,6,2022-09-03,1825,10,6,0.6
2022-23,E0_elo.csv,7,2022-09-16,1825,9,6,0.6666666666666666
2022-23,E0_elo.csv,8,2022-10-01,1825,9,6,0.6666666666666666
2022-23,E0_elo.csv,9,2022-10-08,1825,9,7,0.7777777777777778
2022-23,E0_elo.csv,10,2022-10-14,1825,10,6,0.6
2022-23,E0_elo.csv,11,2022-10-18,1825,11,7,0.6363636363636364
2022-23,E0_elo.csv,12,2022-10-22,1825,10,3,0.3
2022-23,E0_elo.csv,13,2022-10-29,1825,9,6,0.6666666666666666
2022-23,E0_elo.csv,14,2022-11-05,1825,9,3,0.3333333333333333
2022-23,E0_elo.csv,15,2022-11-12,1825,11,8,0.7272727272727273
2022-23,E0_elo.csv,16,2022-12-26,1825,10,6,0.6
2022-23,E0_elo.csv,17,2022-12-30,1825,10,4,0.4
2022-23,E0_elo.csv,18,2023-01-02,1825,11,2,0.18181818181818182
2022-23,E0_elo.csv,19,2023-01-12,1825,9,5,0.5555555555555556
2022-23,E0_elo.csv,20,2023-01-15,1825,11,5,0.45454545454545453
2022-23,E0_elo.csv,21,2023-01-23,1825,9,5,0.5555555555555556
2022-23,E0_elo.csv,22,2023-02-03,1825,10,2,0.2
2022-23,E0_elo.csv,23,2023-02-11,1825,10,4,0.4
2022-23,E0_elo.csv,24,2023-02-18,1825,9,5,0.5555555555555556
2022-23,E0_elo.csv,25,2023-02-24,1825,10,8,0.8
2022-23,E0_elo.csv,26,2023-03-04,1825,10,3,0.3
2022-23,E0_elo.csv,27,2023-03-11,1825,11,9,0.8181818181818182
